Cuenta,Contacto,Puesto,Celular,Correo_electronico,Stage,Visitas_Web,Emails_Abiertos,Llamadas_Realizadas,Presupuesto_Estimado,Sector,Tamaño_Empresa,Antiguedad_Cuenta_Meses,Interacciones_Totales,Cliente
Hudson-Winters,Ethan Watkins,Gerente de Marketing,807431966,connie34@example.net,selling,6,0,1,35701,Retail,Mediana,28,7,0
Wagner-Lopez,John Lin,Ejecutivo de Ventas,109253214,dennis49@example.net,negotiating,5,6,1,22491,Tecnología,Mediana,23,12,0
"Holmes, Hall and Mitchell",Jeff Rodriguez,Especialista de Producto,953876798,jamie12@example.com,qualifying,0,4,0,13912,Tecnología,Pequeña,31,4,0
Thompson Group,Vincent Martinez,Especialista de Producto,782365804,rfisher@example.com,closing,5,2,0,9784,Retail,Grande,42,7,0
"Beard, Smith and Gray",Jennifer Oliver,Consultor,701071748,larry74@example.org,selling,3,1,0,39114,Servicios,Pequeña,25,4,0
Young-Odom,Kristine Buck,Analista,049328275,vstephens@example.com,qualifying,6,4,1,36,Manufactura,Mediana,1,11,0
Bernard-Lane,Louis Alvarez,CTO,841667367,kyle17@example.com,qualifying,10,1,0,19142,Salud,Mediana,13,11,0
Marks Inc,Charles Frazier,CEO,099356256,johnsonshelly@example.net,closing,8,2,0,44175,Educación,Pequeña,27,10,0
Paul Inc,Mark Johnson,Ejecutivo de Ventas,160796068,hschroeder@example.com,qualifying,5,6,0,38537,Educación,Pequeña,36,11,0
Fitzpatrick Inc,Peter Smith,Ejecutivo de Ventas,380663072,jon25@example.org,closing,3,1,1,9328,Manufactura,Pequeña,25,5,0
Wright-Walker,Richard Davis,Analista,741959258,robin02@example.net,qualifying,3,1,2,46684,Salud,Pequeña,36,6,0
"Johnson, Martinez and Lee",William Olson,Analista,290156299,wardanthony@example.com,closing,1,1,0,28730,Salud,Pequeña,44,2,0
"Jenkins, Davenport and Lowery",John Morales,CEO,232329075,carrollmarco@example.com,qualifying,3,1,1,36413,Retail,Grande,15,5,0
"Warner, Jackson and Ferguson",Karen Hess,Ejecutivo de Ventas,339273280,mark10@example.com,closing,3,0,5,12153,Retail,Mediana,22,8,0
Rodriguez-Cortez,Cory Zavala,CEO,581265345,collinsjavier@example.org,selling,5,1,0,26975,Retail,Pequeña,35,6,0
Sherman-Green,Louis Shaw,CTO,000013302,scottalan@example.org,qualifying,7,3,0,32384,Manufactura,Mediana,37,10,0
Reyes-Griffin,Gary Aguilar,Consultor,453017426,christina32@example.com,qualifying,5,3,2,38821,Salud,Pequeña,31,10,1
Willis-Fuller,John Torres,Gerente de Marketing,392132839,goodkaren@example.org,negotiating,1,0,1,8759,Salud,Grande,29,2,0
"Campbell, Whitaker and Perez",Ashley Dillon,Especialista de Producto,785129737,qdavila@example.com,qualifying,5,0,0,30138,Salud,Pequeña,40,5,0
Hooper and Sons,Dr. Stephanie Richardson DDS,Consultor,726664579,paulgeorge@example.net,closing,1,2,0,13539,Educación,Pequeña,40,3,0
"Russell, Turner and Leonard",Jill Miller,Analista,193026930,bbrandt@example.com,negotiating,2,0,0,46462,Retail,Grande,5,2,0
"Watkins, Carter and Williamson",Brandon Hood,Gerente de Marketing,657175746,murphylawrence@example.net,qualifying,5,2,0,-21,Tecnología,Grande,12,7,0
Trevino and Sons,Shawn Schroeder,Consultor,513408009,barbarawelch@example.com,closing,0,4,1,17602,Retail,Pequeña,13,5,0
Jackson PLC,Jonathan Brown,CEO,204872874,angela62@example.org,negotiating,3,2,1,48039,Manufactura,Pequeña,23,6,0
Bird Group,Brandy Morris,CEO,093949104,pburnett@example.net,negotiating,5,2,0,29268,Manufactura,Grande,3,7,0
"Walter, Johnson and Wood",Barry Stone,Gerente de Marketing,943050448,mollybauer@example.org,qualifying,5,2,2,11631,Educación,Pequeña,14,9,0
"Mills, Hernandez and Mullins",Kenneth Garza,Ejecutivo de Ventas,542744037,michael89@example.org,negotiating,2,0,3,3586,Retail,Grande,23,5,0
Morales PLC,Robert Johnson,CEO,088784454,hineskeith@example.org,closing,5,2,0,9141,Servicios,Pequeña,13,7,0
Evans and Sons,Stephen Valdez,Gerente de Marketing,290306956,ptorres@example.org,negotiating,5,1,2,31685,Servicios,Pequeña,45,8,0
"Shaw, Long and Wood",Timothy Krueger,CTO,788363765,tayloremily@example.org,selling,4,1,1,34617,Manufactura,Mediana,4,6,0
Thompson Inc,Noah Brock,Analista,161506420,reillytraci@example.org,closing,4,4,0,7456,Servicios,Grande,15,8,0
Jones Inc,Nicholas Perez,Especialista de Producto,365362189,grayadrian@example.org,negotiating,3,4,5,8415,Tecnología,Pequeña,15,12,1
Rice-Fox,Jeanette Adkins,Gerente de Marketing,480501219,gregory40@example.net,negotiating,6,0,0,23245,Tecnología,Mediana,45,6,0
Wall-Barton,Brandon Jones,Consultor,594675625,jacob87@example.net,selling,3,5,0,46389,Tecnología,Pequeña,36,8,0
Smith-Fletcher,William Rivera,CEO,891312497,melissa95@example.net,closing,0,1,2,37695,Educación,Pequeña,22,3,0
"Turner, Hernandez and Roberts",Alan Young,Analista,792957615,cody90@example.net,negotiating,5,5,0,32687,Salud,Pequeña,35,10,0
Duffy and Sons,James Reyes,Ejecutivo de Ventas,938933047,wolfmelinda@example.org,negotiating,3,3,1,23904,Tecnología,Mediana,25,7,0
Evans PLC,Karen Bailey,Analista,689544112,lopezkeith@example.net,selling,2,0,0,39335,Manufactura,Mediana,25,2,0
Padilla-Jackson,Maria Martin,Especialista de Producto,638440911,kfields@example.com,closing,6,5,1,39228,Manufactura,Mediana,44,12,0
"Ray, Garcia and Castro",Amanda Contreras PhD,Gerente de Marketing,434179343,emilycastro@example.com,negotiating,3,4,0,32636,Servicios,Pequeña,18,7,0
Wheeler LLC,Victoria Hall,Consultor,899221897,goodanna@example.com,selling,3,0,0,29317,Manufactura,Pequeña,5,3,0
"Hernandez, Jackson and Newman",Brian Randall,Gerente de Marketing,850816690,dana20@example.org,negotiating,4,1,0,45732,Educación,Pequeña,6,5,0
"Davis, Moore and Brown",Karen Peterson,Ejecutivo de Ventas,152566205,daniel98@example.org,selling,7,1,2,50822,Manufactura,Mediana,41,10,0
Gutierrez-Phillips,Antonio Romero,CTO,219801746,tammiefranklin@example.org,negotiating,8,0,0,20565,Servicios,Grande,32,8,0
Wagner-Reese,Amber Santiago,Gerente de Marketing,606416681,lindachung@example.net,negotiating,3,2,3,40870,Salud,Pequeña,17,8,0
"Weiss, Cunningham and Lambert",Leonard Fox,CEO,267390869,tking@example.org,selling,4,1,1,28948,Educación,Pequeña,18,6,0
"Thornton, Hester and Perkins",Kelly Lowery,Analista,849458788,rbrennan@example.com,qualifying,7,5,1,10947,Tecnología,Mediana,23,13,0
Miller-Woodward,Justin Daniel,Analista,908551074,tapiawendy@example.com,selling,7,1,1,8656,Servicios,Pequeña,28,9,1
"Rivera, Castro and Smith",Jesse Collins,Analista,278142249,nicolelee@example.net,selling,1,3,1,16991,Tecnología,Pequeña,36,5,0
Thompson-Li,Alison Esparza,Consultor,149875341,bkennedy@example.org,qualifying,4,4,1,19045,Educación,Pequeña,29,9,0
Smith-Robinson,Brian Sampson,Gerente de Marketing,247293745,andrew93@example.org,negotiating,2,0,0,11245,Salud,Mediana,36,2,0
Anderson PLC,Justin Hunter,Analista,542609723,ryan54@example.com,selling,2,3,0,15438,Servicios,Grande,25,5,1
"Fields, Dillon and Smith",Sarah Miller,CTO,063505852,njohnson@example.org,negotiating,4,4,0,23817,Manufactura,Pequeña,5,8,0
Wood-Greene,Karen Rodgers,Ejecutivo de Ventas,685857605,mward@example.net,negotiating,2,0,0,40180,Salud,Pequeña,30,2,0
Brown-Jones,Robin Martinez,Consultor,131100042,apratt@example.com,negotiating,1,0,0,12175,Salud,Pequeña,45,1,0
"Ramos, Rogers and Baxter",Fernando Smith,Consultor,028663908,susan29@example.net,selling,5,2,0,24706,Servicios,Mediana,5,7,0
Rollins-Woods,Daryl Garcia,Ejecutivo de Ventas,905344250,joseph06@example.net,qualifying,0,1,0,22324,Educación,Mediana,26,1,0
"Jordan, Small and Harrington",Christopher Nelson,Especialista de Producto,020575033,mitchell67@example.org,negotiating,5,0,0,45151,Manufactura,Mediana,21,5,0
"Shaw, Watson and Alvarado",Timothy Chapman,CEO,644374280,colleenlutz@example.net,selling,3,5,1,16220,Salud,Mediana,46,9,0
Parker Ltd,Whitney Wheeler PhD,Consultor,641250454,wendy72@example.org,negotiating,0,3,2,28421,Salud,Pequeña,42,5,0
"Bond, Wilson and Shepard",Amy Smith,Analista,750241334,robert15@example.org,qualifying,0,0,0,20359,Servicios,Pequeña,15,0,0
Weaver-Sherman,Jessica Robinson,Consultor,134074517,michelle96@example.org,negotiating,1,4,1,14933,Manufactura,Pequeña,14,6,1
Fischer Ltd,Marissa Quinn,Especialista de Producto,356001168,samantha36@example.org,qualifying,1,0,0,43418,Manufactura,Pequeña,25,1,0
Johnson Group,Taylor Middleton,CEO,902239890,kristinaanderson@example.com,selling,3,3,1,33396,Educación,Mediana,9,7,0
Tran PLC,Michelle Reed,Especialista de Producto,238532506,isaiahmurray@example.net,selling,0,4,0,869,Educación,Mediana,38,4,0
"King, Leon and Rivers",Debbie Fuller,Ejecutivo de Ventas,278639823,schmidtnicole@example.net,negotiating,4,3,0,31231,Retail,Mediana,6,7,0
Murphy Ltd,Mallory Hoffman,Gerente de Marketing,530294971,elizabethhernandez@example.org,negotiating,4,1,0,30542,Salud,Mediana,16,5,0
"Riggs, Hobbs and Johnson",Kevin Bowers,Especialista de Producto,460317199,odominguez@example.org,negotiating,1,5,1,25082,Manufactura,Grande,11,7,0
"Norris, Padilla and Warner",Nicholas Vasquez,Gerente de Marketing,512510648,deborah50@example.org,closing,0,4,1,32401,Tecnología,Grande,27,5,0
Long LLC,Alexis Martinez,Especialista de Producto,440846059,jessejackson@example.org,negotiating,1,1,0,5406,Manufactura,Mediana,38,2,0
Butler-Rosales,Jordan Smith,CEO,484733109,danavasquez@example.com,qualifying,6,2,0,6254,Salud,Pequeña,29,8,0
Edwards Ltd,Cameron Snyder,Consultor,852839286,keyrobert@example.com,qualifying,1,2,1,21976,Tecnología,Grande,43,4,0
Rodriguez-Moore,Stacie Morales,Especialista de Producto,374452661,pbaker@example.org,selling,3,2,1,25946,Educación,Pequeña,36,6,0
Ortiz PLC,Daniel Jackson,CTO,294389558,gary24@example.net,negotiating,6,0,0,5760,Tecnología,Mediana,35,6,0
Robinson-Scott,Steven Martinez,CTO,871539915,jeffreywilson@example.org,selling,2,2,3,4563,Manufactura,Grande,15,7,1
Brown Ltd,Debra Serrano,Especialista de Producto,937468238,jonathonhopkins@example.com,qualifying,4,0,0,45818,Salud,Pequeña,12,4,0
"Mata, Watkins and Jones",Erica Stone,CTO,669926942,brittney35@example.org,closing,4,4,1,28575,Retail,Pequeña,40,9,0
"Tate, Day and Maddox",Carl Garcia,CEO,504660985,jessicataylor@example.org,negotiating,4,4,0,11435,Salud,Mediana,19,8,0
"Taylor, Taylor and Chambers",Charles Daniel,Especialista de Producto,784957036,elizabeth16@example.net,negotiating,3,3,0,46563,Retail,Pequeña,31,6,0
Johnson-Gomez,Daniel Shaw,CEO,641943708,sandra24@example.com,closing,4,5,1,41604,Educación,Pequeña,38,10,0
Bradshaw-Goodman,Matthew Ball,CTO,556327333,samuel52@example.net,negotiating,2,0,1,30311,Manufactura,Grande,41,3,0
Sanford-Butler,Christopher Myers,CEO,784984568,ibrennan@example.net,selling,2,1,0,12118,Retail,Pequeña,35,3,0
Perry Inc,Elaine Jordan,Gerente de Marketing,489427036,campbellashley@example.org,closing,4,3,0,13358,Salud,Pequeña,34,7,0
"Bryant, Montgomery and Smith",Gary Garcia,Especialista de Producto,746868570,dawnjackson@example.net,negotiating,0,5,0,17417,Salud,Mediana,34,5,0
Thompson Ltd,Adam Park,Analista,873322238,turnereric@example.net,negotiating,6,3,2,20327,Manufactura,Pequeña,45,11,0
Reilly-Collins,Kenneth Roberts,CEO,243616050,alexanderchristopher@example.org,closing,9,3,0,29450,Retail,Mediana,4,12,0
"Moss, Robbins and Harmon",Robert Lopez,Gerente de Marketing,704515397,rodriguezjames@example.net,closing,3,3,0,27583,Servicios,Pequeña,3,6,0
Sandoval-Wallace,Marie Obrien,Especialista de Producto,373773460,angellucas@example.com,closing,6,4,2,5788,Tecnología,Pequeña,27,12,0
Oconnor and Sons,Philip Cole,CTO,130909153,randybailey@example.org,closing,2,3,2,32637,Servicios,Grande,16,7,1
Bender Inc,Victoria Arnold,CEO,718644262,anna67@example.org,closing,5,1,0,28501,Manufactura,Pequeña,23,6,0
Larsen and Sons,James Bray,Ejecutivo de Ventas,821186205,allennichole@example.net,negotiating,3,4,0,39783,Tecnología,Mediana,46,7,0
Perkins-Allen,Valerie Burns,Ejecutivo de Ventas,882722882,matthew74@example.com,negotiating,6,2,0,26048,Manufactura,Pequeña,45,8,0
"Owens, Hall and Cannon",Rachel Carroll,Analista,522929770,michael55@example.com,closing,3,0,0,3419,Retail,Mediana,43,3,0
Schmidt-Gaines,Robert Henderson,Analista,254379118,doyledonald@example.net,closing,6,3,1,40918,Salud,Mediana,28,10,0
Smith Ltd,Janet Hammond,Ejecutivo de Ventas,025932007,patrickyork@example.com,negotiating,0,2,0,23512,Tecnología,Pequeña,10,2,0
Chambers-Taylor,Casey Wilson,Ejecutivo de Ventas,097417700,michaelwells@example.com,negotiating,0,3,0,21737,Manufactura,Mediana,36,3,0
Diaz PLC,Joel Wright,Analista,116703632,tiffanybates@example.com,closing,4,0,2,36745,Manufactura,Mediana,25,6,0
"Moss, Rodriguez and Ramirez",Gina Hawkins,Consultor,171567875,eric16@example.com,qualifying,1,3,1,30970,Servicios,Mediana,8,5,0
"Maynard, Reed and Foster",Thomas Brown,Especialista de Producto,099038196,duncanthomas@example.net,closing,7,2,2,16530,Educación,Grande,37,11,0
Lewis Group,Gwendolyn Arias MD,CEO,625039190,gloria89@example.com,negotiating,6,1,1,38258,Tecnología,Pequeña,37,8,0
Phillips and Sons,Christopher Gonzales,Especialista de Producto,887811649,aross@example.org,negotiating,4,2,1,31327,Salud,Pequeña,22,7,0
Hale PLC,Julie Sharp,Consultor,723945309,campbelltracy@example.com,negotiating,3,1,1,49603,Tecnología,Pequeña,26,5,0
Miller-Ellison,David Frey,CEO,799800212,qmcdaniel@example.net,qualifying,6,1,1,32525,Tecnología,Mediana,28,8,0
Flores Inc,Kayla Garcia,Gerente de Marketing,987666282,boyddavid@example.com,qualifying,3,1,0,4527,Educación,Mediana,8,4,0
"Perry, Weaver and Jefferson",Dustin Anthony,Ejecutivo de Ventas,094548482,jacobpitts@example.net,negotiating,6,3,2,21876,Salud,Pequeña,44,11,0
"Monroe, Montes and Atkins",Ryan Wheeler,Ejecutivo de Ventas,927788519,gcarter@example.org,selling,4,4,2,28038,Salud,Mediana,17,10,1
Orozco-Calderon,Edward Brown,Ejecutivo de Ventas,148930592,zshaw@example.com,closing,7,3,1,18706,Educación,Mediana,34,11,0
Reed Inc,Brian Fischer DVM,Ejecutivo de Ventas,290799429,leroy09@example.org,negotiating,3,3,0,14731,Servicios,Grande,46,6,0
"Parker, Ballard and Perkins",Crystal Day,CEO,018034467,joshuanicholson@example.com,qualifying,0,2,1,48552,Salud,Mediana,1,3,0
Lopez and Sons,Sylvia Reed,CTO,178498170,zfowler@example.net,selling,1,2,0,26671,Tecnología,Grande,11,3,0
Scott LLC,Madeline Henry DVM,Consultor,333522355,allisongordon@example.net,selling,2,1,1,46066,Retail,Mediana,26,4,0
Graham Group,Kyle Morris,CTO,813232397,nicolemunoz@example.org,negotiating,4,2,2,40419,Educación,Pequeña,25,8,0
Grant Group,Julie Norris,Ejecutivo de Ventas,750337724,amanda88@example.org,closing,2,1,0,8833,Retail,Pequeña,25,3,0
Ellis Group,Brenda White,Ejecutivo de Ventas,658967027,geoffrey37@example.com,qualifying,6,3,0,33419,Manufactura,Grande,5,9,0
"Garcia, Davidson and Garcia",Jeanne Torres,CTO,692856743,francisconguyen@example.com,selling,4,1,0,7228,Manufactura,Pequeña,28,5,0
Wright-Page,Desiree Mccann,Ejecutivo de Ventas,413572010,montesjuan@example.com,qualifying,4,0,3,50834,Servicios,Pequeña,36,7,0
Mendoza and Sons,Alexandra Reyes,Gerente de Marketing,716053063,travis01@example.net,closing,3,7,0,9766,Servicios,Mediana,11,10,0
"Landry, Estrada and Short",Amy Garner,Ejecutivo de Ventas,340094589,jamesacosta@example.net,qualifying,4,3,1,41854,Tecnología,Mediana,43,8,0
"Cooley, Scott and James",Todd Hunter,Consultor,816742895,diane43@example.net,qualifying,4,2,0,31905,Tecnología,Pequeña,39,6,0
"Berg, Williams and Graham",Taylor Travis,Consultor,212066326,william28@example.net,qualifying,3,3,0,6239,Salud,Pequeña,21,6,0
"Ramirez, Bennett and Cain",Brandon Wood,CTO,365354237,vcamacho@example.org,qualifying,4,2,0,9403,Salud,Grande,14,6,0
Weber LLC,Nancy Salas,Consultor,983213706,osbornzachary@example.com,closing,2,2,0,41531,Educación,Pequeña,7,4,0
Burgess Ltd,Teresa Ingram,CTO,096355475,mercadofrank@example.org,closing,0,1,0,24922,Manufactura,Mediana,28,1,0
Smith Inc,Jennifer Collins,Gerente de Marketing,186230899,caitlinbarnett@example.com,qualifying,6,2,0,16248,Servicios,Mediana,5,8,0
"Price, Chavez and Black",Jean Ward,Analista,619754555,leslie43@example.net,qualifying,7,1,4,41849,Salud,Mediana,17,12,0
"White, Butler and Jones",John Martin,Ejecutivo de Ventas,546158022,whiteandrea@example.net,qualifying,7,0,2,12198,Manufactura,Pequeña,10,9,0
Cooper PLC,April Compton,Consultor,929985463,harrishenry@example.org,closing,3,6,2,30572,Salud,Pequeña,30,11,0
"Thompson, Taylor and Nelson",Amber Castro,Analista,180171005,arnoldjose@example.net,qualifying,0,3,2,26992,Servicios,Grande,37,5,0
Powell-Gardner,Ricardo Daniel,CEO,680686807,robert70@example.net,negotiating,3,5,2,19981,Retail,Grande,7,10,0
Burnett-Clark,Pamela Hampton,CEO,658129025,brandybrown@example.net,selling,3,2,0,17673,Retail,Pequeña,4,5,0
"Mccormick, Blair and Holder",Rachel Lowe,Gerente de Marketing,931389840,trogers@example.net,qualifying,6,6,1,25613,Salud,Pequeña,31,13,0
"Diaz, Johnson and Brown",Anna Holt,Consultor,492393820,bryan89@example.com,negotiating,2,2,3,41860,Salud,Grande,32,7,0
"Spencer, Johnson and Nelson",Matthew Nelson,CTO,759339347,kimkiara@example.com,negotiating,1,0,1,18208,Manufactura,Mediana,23,2,0
Norris PLC,Carmen Campbell,Analista,856974841,jmartinez@example.com,negotiating,5,1,0,4117,Retail,Mediana,19,6,0
Bowman-Parrish,Kurt Goodman,Analista,442526942,daniel37@example.com,closing,4,5,0,46793,Educación,Pequeña,26,9,0
Gibson-Ray,Angela Marshall,Consultor,802122875,schultzrussell@example.org,selling,1,0,1,30027,Manufactura,Pequeña,5,2,0
"Reed, Parker and Stein",Alec Turner,Analista,849573264,sherriwilson@example.com,negotiating,4,1,1,17734,Manufactura,Grande,39,6,0
"Pitts, Smith and Savage",Melissa Tate,Ejecutivo de Ventas,120605395,michael12@example.net,qualifying,3,2,0,9126,Salud,Grande,25,5,0
Bradley-Brown,Dennis Mcgee,Especialista de Producto,157905719,vgraham@example.com,selling,2,0,0,39076,Servicios,Pequeña,46,2,0
Miller Group,Nicholas Carson,CEO,871265936,watsonjustin@example.org,qualifying,3,0,0,40656,Manufactura,Grande,17,3,0
"Nash, Miller and Martinez",Emily Alvarez,Ejecutivo de Ventas,720921938,pkelly@example.com,closing,4,2,1,39643,Salud,Grande,11,7,0
"Wong, Bell and Smith",Lori Baker,Ejecutivo de Ventas,280461559,cynthia81@example.com,selling,2,0,0,41632,Retail,Grande,24,2,0
"Palmer, Davidson and Graham",Robert Johnson,Consultor,451879116,ronaldbrown@example.org,qualifying,3,2,0,22908,Servicios,Pequeña,5,5,0
Brown-Chapman,Edward Young,Ejecutivo de Ventas,928103332,arichardson@example.com,negotiating,1,1,1,3251,Manufactura,Mediana,35,3,0
Johnson-Mcdonald,Crystal Cooper,CEO,807651637,deborahrobinson@example.org,qualifying,7,1,0,32669,Manufactura,Pequeña,20,8,0
Welch LLC,Rose Miller,Especialista de Producto,944329612,zsuarez@example.net,closing,3,1,0,41746,Salud,Grande,13,4,0
Holland-Olsen,Nicholas Baker,CTO,116224057,mike30@example.net,closing,3,1,2,28443,Salud,Mediana,21,6,0
"Daniels, Wong and Simpson",Robert Hayes,CEO,019149385,russopeggy@example.com,selling,3,3,0,48264,Educación,Pequeña,40,6,0
"Gordon, Butler and Sparks",Laura Scott,CEO,820270491,andrea60@example.net,closing,4,5,0,44299,Tecnología,Pequeña,6,9,0
"Cantrell, Norton and Miles",Stephanie Shelton,CEO,196058634,brianna30@example.com,qualifying,5,3,1,24310,Salud,Mediana,39,9,0
"Richardson, White and Campbell",Robert Tate,Especialista de Producto,876150866,robert95@example.net,qualifying,4,4,1,14394,Tecnología,Pequeña,35,9,0
Fox Inc,Eric Stephens Jr.,Ejecutivo de Ventas,679508251,meyersrachel@example.org,selling,0,4,0,40638,Educación,Pequeña,24,4,0
"Vazquez, Burke and Mahoney",Jesse Warren,Especialista de Producto,515486080,wgray@example.org,qualifying,8,2,0,38850,Servicios,Mediana,5,10,0
"Johnson, Harris and Chavez",Gordon Sims,Gerente de Marketing,567814812,sanchezantonio@example.org,closing,6,2,0,18265,Educación,Pequeña,8,8,0
Salinas Ltd,Sarah Stein,Gerente de Marketing,136738052,vaughnjavier@example.net,closing,4,4,0,34469,Salud,Pequeña,40,8,0
"Carter, Anderson and Patel",Holly Bush,Ejecutivo de Ventas,424794101,laura65@example.net,closing,3,3,1,28794,Manufactura,Pequeña,23,7,0
Hughes Group,Sarah Chang,Analista,367574242,dyoder@example.net,negotiating,2,3,2,38117,Educación,Grande,36,7,0
"Gonzales, Alexander and Hanson",Brandon Pace,Gerente de Marketing,630302140,zamorajennifer@example.net,closing,3,2,1,33711,Retail,Pequeña,7,6,0
Scott Inc,Philip Williams,Gerente de Marketing,373042964,spencerjames@example.org,negotiating,0,4,2,28448,Educación,Pequeña,24,6,0
